#,offset_hex,ctrl,size,original_en,traducao_pt,skip
812,0x07E7A6,02,31,"I did while on
duty, I look at","que fiz em
serviço, olho pra",0
813,0x07E7C6,02,28,"this statue to
feel better.","esta estátua
para melhorar.",0
814,0x07E7E3,02,25,"Hey look, it's a
rookie!","Ei, é um
novato!",0
815,0x07E7FD,02,16,Your name LEON?,Seu nome LEON?,0
816,0x07E80E,02,23,"GIRT, huh? Weird
name.","GIRT, né?
Esquisito.",0
817,0x07E826,02,34,"I've been on the
force for a long","Estou na polícia
há muito tempo",0
818,0x07E849,02,32,"time. That means
you have to do","tempo. Significa
que você fará",0
819,0x07E86A,02,28,"whatever I say...
ROOKIE!!!","que eu disser...
NOVATO!!!",0
820,0x07E887,02,36,"Things might not
be exactly how you","Pode não ser
exatamente assim",0
821,0x07E8AC,02,32,"expected them to
be around here","como esperava
por aqui",0
822,0x07E8CD,02,27,"but you'll get
used to it.","mas vai se
acostumar.",0
823,0x07E8E9,02,32,"Screw MAWA...
They're gonna see","Dane-se MAWA...
Vão ver agora",0
824,0x07E90A,02,24,"what we're made of
now!","do que somos
feitos!",0
825,0x07E923,02,26,"Being a cop isn't
easy...","Ser policial
não é fácil..",0
826,0x07E93E,02,26," but you get
 used to it."," mas vai se
 acostumar.",0
827,0x07E959,02,36,"Man, I hope VOLF
wins the election.","Cara, espero que
o VOLF ganhe.",0
828,0x07E97E,02,33,"My family's been
VOLF voters for","Minha família vota
no VOLF faz",0
829,0x07E9A0,02,33,"three generations!
VOLF forever.","três gerações!
VOLF sempre.",0
830,0x07E9C2,02,34,"We arrested some
hippie the other","Prendemos um
hippie outro",0
831,0x07E9E5,02,33,"day on his way to
vote for MAWA.","dia indo votar
pelo MAWA.",0
832,0x07EA07,02,16,It was awesome!,Foi incrível!,0
833,0x07EA18,02,47,Skipped this until I come up with another line,,1
834,0x07EA48,02,21,"You're BOP's
nephew?","É sobrinho
do BOP?",0
835,0x07EA5E,02,24,"I'll be honest,
man... ","Sendo honesto,
chapa..",0
836,0x07EA77,02,24,"We don't have
a lot of ","Não temos
muito ",0
837,0x07EA90,02,23,"respect for that
guy. ","respeito por
ele. ",0
838,0x07EAA8,02,22,"He needs more
HUSTLE.","Precisa de
mais AÇÃO.",0
839,0x07EABF,02,34,"Just between us,
some crazy stuff","Só entre nós,
umas coisas loucas",0
840,0x07EAE2,02,32,"goes down here in
the precinct.","acontece aqui
na delegacia.",0
841,0x07EB03,03,50,"Make sure you stay
on KALT's good
side! You don't","Fique no lado
bom do KALT!
Você não quer",0
842,0x07EB36,03,44,"want to find
out what happens
if you don't.","saber o que
acontece se
não ficar.",0
843,0x07EB63,02,34,"I wish I had that
tactical armor!","Queria ter essa
armadura tática!",0
844,0x07EB86,02,34,"My favorite star
is MR. TACTICAL.","Meu ídolo
é o SR. TÁTICO.",0
845,0x07EBA9,02,33,"He has tactical
affiliate links.","Tem links de
afiliados táticos.",0
846,0x07EBCB,02,24,"Welcome to the
station.","Bem-vindo à
delegacia.",0
847,0x07EBE4,02,23,"It's the police
motto:","É o lema
da polícia:",0
848,0x07EBFC,02,20," Service over
 SELF"," Servir ao
 OUTRO",0
849,0x07EC11,02,20," Service Over
 SELF"," Servir Ao
 OUTRO",0
850,0x07EC26,03,37,"These herbs have
healing
properties!","Ervas com
propriedades
curativas!",0
851,0x07EC4C,03,35,"You're all done
for today, GIRT!
 ","Acabou por
hoje, GIRT!
 ",0
852,0x07EC70,03,35,"Make sure to
rest up for
tomorrow.","Certifique de
descansar
amanhã.",0
853,0x07EC94,03,32,"So... Your
training is
complete","Então...
treinamento
concluído",0
854,0x07ECB5,03,45,"but you're still
a rookie! It
will take some","mas é um novato!
Vai levar
um tempo",0
855,0x07ECE3,03,44,"time before you
learn how things
work here.","para aprender
como funciona
tudo aqui.",0
856,0x07ED10,03,42,"Most of your
jobs will come
from DISPATCH","A maioria das
tarefas vem
do DESPACHO",0
857,0x07ED3B,03,40,"They will tell
you when you are
needed.","Eles dirão
quando você for
necessário.",0
858,0x07ED64,03,41,"Just wait until
a call comes in
for you.","Só espere até
uma chamada para
você.",0
859,0x07ED8E,03,41,"GIRT, This is
dispatch! an
officer needs","GIRT, é o
despacho!
policiais precisam",0
860,0x07EDB8,03,38,"immediate
assistance on
the B2 level.","de assistência
imediata no
andar B2.",0
861,0x07EDDF,03,45,"There's an
OBJECTIVE marker
on your map now.","Tem um marcador
de OBJETIVO
no seu mapa.",0
862,0x07EE0D,02,33,"You can take the
police elevator","Pode usar o
elevador policial",0
863,0x07EE2F,02,32,"to get to the B2
level quickly.","para chegar ao B2
rápido.",0
864,0x07EE7D,03,51,"If you're looking
for KALT, he's in
the LEFT HALL.","Se procura KALT,
está no
CORREDOR ESQUERDO.",0
865,0x07EEB1,03,52,"You the rookie?
Take it from me...
You shouldn't be","Você é o novato?
Pode acreditar...
Você não deveria",0
866,0x07EEE6,03,48,"this excited to
get started. Why
don't you just","ficar tão animado
com isso. Por que
não apenas",0
867,0x07EF17,03,22,"come back
tomorrow?
 ","volte
amanhã?
 ",0
868,0x07EF2E,02,33,"This area is for
law enforcement","Esta área é de
uso restrito a",0
869,0x07EF50,02,15,officers only.,agentes da lei,0
870,0x07EF60,03,37,"GIRT... I have
one question for
you:","GIRT... Tenho
uma pergunta
pra você:",0
871,0x07EF86,03,27,"WHAT WERE YOU
THINKING!?
 ","NO QUE ESTAVA
PENSANDO!?
 ",0
872,0x07EFA2,03,42,"Don't you know
that MAWA wants
to cut our","Não sabe que
o MAWA quer
cortar nosso",0
873,0x07EFCD,03,49,"budget!? Do you
think it's good
publicity for us","orçamento!? Acha
que é boa
publicidade pra",0
874,0x07EFFF,03,37,"to be in a brawl
with union
workers?","brigar
com operários
do sindicato?",0
875,0x07F025,03,43,"That single
event might have
cost the VOLF","Esse único
evento pode ter
custado o VOLF",0
876,0x07F051,03,22,"party the
election.
 ","partido a
eleição.
 ",0
877,0x07F068,03,43,"...if MAWA wins
you might be out
of a job!","...se MAWA ganhar
você perde o
emprego!",0
878,0x07F094,02,21,Didn't start a brawl,Não iniciou briga,0
879,0x07F0AA,03,39,"I see your
negotiations
with the union","Vejo que suas
negociações
com a união",0
880,0x07F0D2,03,25,"have been
ineffective.
 ","foram
ineficazes.
 ",0
881,0x07F0EC,03,42,"I suppose we
shouldn't have
sent a ROOKIE","Creio que não
devemos ter
mandado NOVATO",0
882,0x07F117,03,40,"to deal with
such a delicate
situation.","para lidar com
tão delicada
situação.",0
883,0x07F140,03,41,"So besides this
incident...
Let's review","Além deste
incidente...
vamos revisar",0
884,0x07F16A,03,43,"your performance
over the last
two days...","seu desempenho
nos últimos
dois dias...",0
885,0x07F196,03,40,"I'm not sure if
you have what it
takes.","Não sei se você
tem o que é
preciso.",0
886,0x07F1BF,03,45,"An officer needs
to be AGGRESSIVE
and ASSERT","Um policial deve
ser AGRESSIVO
e ASSERTIVO",0
887,0x07F1ED,03,39,"AUTHORITY.
It seems to me
that you are","AUTORIDADE.
Parece-me
que você é",0
888,0x07F215,03,35,"still much too
soft while on
duty.","ainda muito
suave em
serviço.",0
889,0x07F239,03,40,"If you don't
shape up, you'll
be fired.","Se não melhorar,
você será
despedido.",0
890,0x07F262,03,38,"You've been
doing a great
job so far!","Tem feito
bom trabalho
até agora!",0
891,0x07F289,03,41,"I think you've
got what it
takes to be a","Acho que você
tem o que
precisa pra ser",0
892,0x07F2B3,03,29,"real WARRIOR on
the force.
 ","um GUERREIRO
na polícia.
 ",0
893,0x07F2D1,03,28,"You are
DISMISSED,
officer.","Está
DISPENSADO,
oficial.",0
894,0x07F2EE,03,48,"There's photos
of all of the old
police chiefs.","Fotos de todos
os antigos
chefes de polícia.",0
895,0x07F31F,03,41," Now we've got
 you, SCUM!
 How DARE you"," Agora te pegamos,
 ESCÓRIA!
 Como OUSA",0
896,0x07F349,03,44," Attempt to
 MURDER one of
 our candidates?"," Tentar
 ASSASSINAR
 nosso candidato?",0
897,0x07F376,03,38," You're going
 away for a LONG
 time."," Vai sumir
 por MUITO
 tempo.",0
898,0x07F39D,03,48," OK, I know some
 of you boys are
 DENSE so I'm"," OK, sei que
 alguns de vocês
 são BURROS então",0
899,0x07F3CE,03,43," going to fill
 you in on the 
 SITUATION!"," vou explicar
 a vocês a
 SITUAÇÃO!",0
900,0x07F3FA,03,37," MAWA is
 taking over 
 THE MACHINE!"," O MAWA está
 tomando
 A MÁQUINA!",0
901,0x07F420,03,45,"They may have
won the election
but we're not","Podem ter
vencido a eleição
mas não vamos",0
902,0x07F44E,03,43,"just going to
stand by while
they decrease","ficar de braços
cruzados enquanto
diminuem",0
903,0x07F47A,03,42,"our budget and
use it on the
filthy POOR.","nosso orçamento
e usam nos
POBRES.",0
904,0x07F4A5,03,39," The VOLF party
 is now in
 control of"," O partido VOLF
 agora controla
 a",0
905,0x07F4CD,03,42," THE MACHINE so
 we have a
 license to do"," A MÁQUINA, então
 temos
 licença pra",0
906,0x07F4F8,03,48," what we WANT!
 The FIRST thing
 we're going to"," o que QUEREMOS!
 A PRIMEIRA coisa
 que vamos",0
907,0x07F529,03,48," do is shut down
 all the unions
 and communes."," é fechar
 uniões e
 comunas.",0
908,0x07F55A,03,49," ...but I expect
 there will be a
 big BACKLASH."," ...mas espero
 que haverá uma
 grande REAÇÃO.",0
909,0x07F58C,03,40," ...and that's
 what our GUNS
 are for."," ...é pra isso
 que as ARMAS
 existem.",0
910,0x07F5B5,03,40," Soldier, you
 are DAMN lucky
 you were"," Soldado, você
 tem MUITA sorte
 por ter",0
911,0x07F5DE,03,34," wearing that
 BULLETPROOF
 VEST!"," vestido aquele
 COLETE
 ANTIBALA!",0
912,0x07F601,03,47," It's completely
 destroyed from
 that bullet."," Está totalmente
 destruído pelo
 tiro.",0
913,0x07F631,03,45," You seem to be
 OK...I'm going
 to send you"," Parece que está
 OK...Vou
 te mandar",0
914,0x07F65F,03,25," back into the
 fight!
 "," de volta
 ao combate!
 ",0
915,0x07F679,03,28," Off to 
 glorious
 battle!"," Vá pra
 glória
 combate!",0
916,0x07F696,03,47," Unfortunately
 we can't afford
 another vest."," Infelizmente
 não podemos
 ter outro colete.",0
917,0x07F6C6,03,49," We just had to
 pay out another
 %3,000,000 for"," Tivemos que pagar
 mais
 %3.000.000 por",0
918,0x07F6F8,03,47," someone I shot.
 This is what
 we're fighting"," alguém que atirei
 É por isso
 que lutamos",0
919,0x07F728,03,27," for! No more
 lawsuits!
 "," por isso!
 processos!
 ",0
920,0x07F744,03,17,"It's locked.
 
 ","Trancado.
 
 ",0
921,0x07F756,03,30,"There's a
carving of a
HEART.","Há uma
escultura de
CORAÇÃO.",0
922,0x07F775,03,51,"Don't forget your
QUOTA! Make 60
arrests per week.","Não esqueça sua
COTA! Faça 60
prisões por semana",0
923,0x07F7A9,03,40," GIRT... There
 will be a lot
 of blood"," GIRT... Haverá
 muito sangue
 em breve",0
924,0x07F7D2,03,47," spilled in the
 coming days.
 It's our job to"," nos dias que
 virão.
 É nosso dever",0
925,0x07F802,03,35," make sure it's
 ALL MAWA BLOOD!
 "," garantir que é
 SANGUE DO MAWA!
 ",0
926,0x07F826,03,43," ...I have some
 intel from a
 SPY we have"," ...tenho
 informações de
 um ESPIÃO nosso",0
927,0x07F852,03,44," inside the
 commune. MAWA
 has been hiding"," dentro da
 comuna. MAWA
 está escondendo",0
928,0x07F87F,03,45," guns all over
 the B2 floor.
 I want you to"," armas por todo
 o andar B2.
 Quero que",0
929,0x07F8AD,03,36," go down there
 and look for
 guns."," vá até lá
 e procure
 armas.",0
930,0x07F8D2,03,42," They will be
 hidden inside
 of ordinary"," Estarão
 escondidas
 em objetos comuns",0
931,0x07F8FD,03,14," objects.
 
 "," objetos.
 
 ",0
932,0x07F90C,03,38," When you are
 done, come
 back HERE."," Quando acabar,
 volte
 para AQUI.",0
933,0x07F933,03,47," Did you search
 FLOOR B2 for
hidden guns yet?"," Já vasculhou
 o ANDAR B2
em busca de armas?",0
934,0x07F963,03,42," Are you sure?
 If they have
 hidden guns"," Tem certeza?
 Se tiverem
 armas ocultas",0
935,0x07F98E,03,46," we don't know
 about, we will
 have to fight"," que não sabemos,
 teremos que
 lutar contra",0
936,0x07F9BD,03,24," a lot more of
 them!
 "," muito mais
 deles!
 ",0
937,0x07F9D6,02,13,Start battle,Iniciar luta,0
938,0x07F9E4,02,14, To BATTLE!!!, À BATALHA!!!,0
939,0x07F9F3,03,42," Just go down to
 B2 and search 
 regular"," Vá ao B2 e
 vasculhe
 objetos comuns",0
940,0x07FA1E,03,35," objects that
 you might
 overlook"," objetos
 como esses
 que ignora",0
941,0x07FA42,03,40," Like BOXES or
 other similar
 objects."," Como CAIXAS
 ou similares
 objetos.",0
942,0x07FA6B,03,24," Even you can do
 it.
 "," Até você
 consegue.
 ",0
943,0x07FA84,03,48,"The MSS denies any
knowledge of this
operation.","A MSS nega ter
conhecimento
dessa operação.",0
944,0x07FAB5,03,45,"If you get on
KALT's good side
he'll let you","Se ficar no lado
bom do KALT,
ele te deixará",0
945,0x07FAE3,03,42,"make some side
money doing
illegal stuff.","ganhar dinheiro
fazendo coisas
ilegais.",0
946,0x07FB0E,03,38," You'd better
 keep your mouth
 shut!"," É melhor
 você fechar
 a boca!",0
947,0x07FB35,03,34,"I don't care who
won the vote! 
 ","Não me importa
quem ganhou! 
 ",0
948,0x07FB58,03,41,"We have to defend
freedom and
democracy!","Devemos defender
liberdade e
democracia!",0
949,0x07FB82,03,49,"Anyone doesn't
like it... We'll
have to lock up.","Quem não gostar...
Vamos ter que
prender.",0
950,0x07FBB4,03,37,"We won the
election fair and
square.","Ganhamos a
eleição com
justiça.",0
951,0x07FBDA,03,40,"I've never been
more proud to be a
cop.","Orgulhoso de
ser policial
como nunca.",0
952,0x07FC03,03,39,"I always forget
where this hallway
is.","Sempre esqueço
esse corredor
aqui.",0
953,0x07FC2B,03,49,"I have to keep
reminding myself
it's on the LEFT","Preciso lembrar
que fica no LADO
ESQUERDO.",0
954,0x07FC5D,03,32,"side of the police
station...
 ","da delegacia
policial...
 ",0
955,0x07FC7E,02,15,"Hello, Girt...","Olá, Girt...",0
956,0x07FC8E,03,37,"You did quite
well at the
academy...","Você se saiu
muito bem
na academia...",0
957,0x07FCB4,03,41,"but are you
really sure you
want to be a","mas tem certeza
que quer
ser um",0
958,0x07FCDE,03,45,"police officer?
I know it's
exciting work...","policial?
Sei que é
empolgante...",0
959,0x07FD0C,03,47,"but what if you
could get paid
much more to do","mas e se você
pudesse ganhar
bem mais fazendo",0
960,0x07FD3C,03,45,"something with a
little more...
flexibility?","algo com um
pouco mais...
flexibilidade?",0
961,0x07FD6A,02,33,"What I need is a
right-hand guy.","Preciso de
um braço direito.",0
962,0x07FD8C,02,32,"Someone to help
out with little","Alguém pra ajudar
com pequenos",0
963,0x07FDAD,02,29,"jobs here and
there that the","trabalhos aqui
e acolá que a",0
964,0x07FDCB,02,21,"police can't
handle.","polícia não
faz.",0
965,0x07FDE1,03,47,"...someone who
also knows how
to handle a gun.","...alguém que
saiba como
lidar com arma.",0
966,0x07FE11,03,39,"Do you
understand what
I'm asking you?","Você
entende o que
estou pedindo?",0
967,0x07FE39,03,41,"Sorry... I can't
make it any more
clear.","Desculpe... Não
posso ser mais
claro.",0
968,0x07FE63,02,23,"So what do you
think? ","O que você
acha? ",0
969,0x07FE7B,02,29,"It'll be much
more REWARDING","Será bem mais
RECOMPENSADOR",0
970,0x07FE99,02,23,"than being a
BEAT COP.","que ser
POLICIALZINHO.",0
971,0x07FEB1,03,39,"The choice is of
course yours to
make.","A escolha é sua
por certo
a fazer.",0
972,0x07FED9,03,40,"One thing you
don't have a
choice in...","Uma coisa que
não tem escolha
assim...",0
973,0x07FF02,03,42,"Never tell
anyone we had
our little chat.","Nunca conte
a ninguém
nossa conversa.",0
974,0x07FF2D,03,29,"It seems I
trained you
well.","Parece que
te treinei
bem.",0
975,0x07FF4B,03,41,"We'll make sure
you get a nice
new place","Vamos garantir
um bom
novo lugar",0
976,0x07FF75,03,42,"on the L floor.
Keep a low
profile there.","no andar L.
Mantendo um
baixo perfil.",0
977,0x07FFA0,03,42,"Alright, Girt...
now stand in the
corner.","Certo, Girt...
fique no
canto agora.",0
978,0x07FFCB,03,45,"All we need you
to do is COUNT
the number of","Só precisamos
que CONTE
o número de",0
979,0x07FFF9,02,4,DMG,DMG,0
980,0x080001,03,49,"people that are
helping the MAWA
campaign today.","pessoas ajudando
a campanha MAWA
hoje.",0
981,0x080033,03,39,"This data will
be very helpful
for the","Esses dados serão
muito úteis
para o",0
982,0x08005B,03,37,"continued
success of
our operations.","contínuo
sucesso
de nossas ações.",0
983,0x080081,03,43,"MAWA is a front
for SUBVERSIVE
ACTIVITIES!","MAWA: fachada
para SUBVERSÃO
e atividades!",0
984,0x0800AD,03,42,"I think they're
about done for
the day...","Acho que eles
acabaram por
hoje...",0
985,0x0800D8,03,30,"How many people
were there?
 ","Quantas pessoas
estavam lá?
 ",0
986,0x0800F7,03,40,"NONE!? Are you
sure you counted
right!?","NENHUMA!? Tem
certeza que
conta certo!?",0
987,0x080120,03,35,"I guess this
will be an
incredibly","Imagino que
será
incredível",0
988,0x080144,03,33,"relaxing
campaign for the
MSS...","campanha
relaxante
pra MSS...",0
989,0x080166,03,41,"Two? It seems
their efforts
are almost a","Dois? Parece
que os esforços
são quase",0
990,0x080190,03,20,"complete waste!
 
 ","desperdício!
 
 ",0
991,0x0801A5,03,37,"Four? That's
about what we
expected.","Quatro? Era
cerca do
esperado.",0
992,0x0801CB,03,47,"Five, huh? More
than expected
but not too bad.","Cinco, hein? Mais
do esperado
mas não foi mau.",0
993,0x0801FB,03,46,"Six, huh? More
than expected
but not too bad.","Seis, hein? Mais
do esperado
mas não foi mau.",0
994,0x08022A,03,46," TEN!? Oh man,
 we have a lot
 of work to do."," DEZ!? Cara,
 temos muito
 trabalho a fazer.",0
995,0x080259,03,39," We will have to
 double our
 efforts!"," Teremos que
 dobrar nossos
 esforços!",0
996,0x080281,03,37,"...before you
come back to MSS
HQ...","...antes de
voltar ao
QG da MSS...",0
997,0x0802A7,03,47,"Stay right where
you are. I'd
like you to meet","Fique aí mesmo.
Quero que
você conheça",0
998,0x0802D7,03,23,"one of our
`assets.'
 ","um
'ativo' nosso.
 ",0
999,0x0802EF,03,28," So... You're
 GIRT, huh?
 "," Então...
 Você é GIRT?
 ",0
1000,0x08030C,03,42," Ever thought
 about running
 for office?"," Já pensou
 em se candidatar
 ao cargo?",0
1001,0x080337,03,42,"Since you've
been with the
department for","Como você está
no departamento
há algum",0
1002,0x080362,03,41,"some time now,
I'm deploying
you on your","agora, vou
deployar você
na sua",0
1003,0x08038C,03,41,"first BLACK OP.
KALT is the
point person","1a OP. NEGRA.
KALT é a
pessoa-chave",0
1004,0x0803B6,03,47,"for operations
like this. The
MSS will disavow","em operações
assim. A
MSS vai negar",0
1005,0x0803E6,03,47,"any knowledge of
your existence
and if you are","todo conhecimento
de sua existência
e se for",0
1006,0x080416,03,42,"caught you will
be treated as a
civilian.","pego, você será
tratado como
civiliano.",0
1007,0x080441,03,29,"Good luck.
You'll need it.
 ","Boa sorte.
Vai precisar.
 ",0
1008,0x08045F,03,39," So GIRT... What
 interests you
 more?"," Então GIRT...
 O que te
 interessa?",0
1009,0x080487,03,40," Ah, yes. A
 tradition as
 old as time."," Ah, sim.
 Uma tradição
 tão antiga.",0
1010,0x0804B0,03,41," They say it's
 all about who
 you know."," Dizem que é
 sobre quem
 você conhece.",0
1011,0x0804DA,03,34," Now you know
 the right
 people."," Agora
 conhece
 quem importa.",0
1012,0x0804FD,03,37," Isn't that
 right,
CHANCELLOR GIRT?"," Não é
 verdade,
CHANCELER GIRT?",0
1013,0x080523,03,42,"Aha, my kind of
guy! I had a
good feeling","Ahá, gosto de
você! Tive um
bom presság.",0
1014,0x08054E,03,42,"about you.
Stick with me
& you'll go far.","sobre você.
Fique comigo
e vai longe.",0
1015,0x080579,03,44,"As you can see,
the job is
straightforward.","Como vê, o
trabalho é
simples e direto.",0
1016,0x0805A6,03,46,"I'm sure you've
noticed that the
election has","Percebeu que
a eleição
começou?",0
1017,0x0805D5,03,45,"started. The MSS
has given us a
special job.","A MSS nos deu
um trabalho
especial.",0
1018,0x080603,03,42,"I'll need you to
put on this
blindfold so","Precisa vestir
essa venda
para que",0
1019,0x08062E,03,34,"you don't know
where we're
going.","você não saiba
para onde
vamos.",0
1020,0x080651,02,29,"A poster for the
Wolf Party.","Um cartaz do
Partido Wolf.",0
1021,0x08066F,02,28,"You're a VOLF
party member?","É membro do
partido VOLF?",0
1022,0x08068C,02,27,"Can you please
stand back?","Pode se afastar
por favor?",0
1023,0x0806A8,02,32,"I smell fascism
from over here.","Sinto fascismo
por aqui.",0
1024,0x0806C9,03,40,"Hi! We are the
MAchine Worker
Alliance!","Olá! Somos a
Aliança dos
Trabalhadores!",0
1025,0x0806F2,03,42,"We are working
hard to support
unions and","Trabalhamos
para defender
os sindicatos",0
1026,0x08071D,03,30,"build a more
equal society.
 ","e uma sociedade
mais justa.
 ",0
1027,0x08073C,03,46,"Would you like
to register as a
member of the","Gostaria de
se registrar
como membro da",0
1028,0x08076B,03,17," MAWA party?
 
 "," da MAWA?
 
 ",0
1029,0x08077D,03,44,"Can you please
knock on doors
and hand them","Por favor, bata
nas portas e
entregue-os",0
1030,0x0807AA,03,39,"out to anyone
you see on the
B1 level?","a qualquer um
que veja no
andar B1?",0
1031,0x0807D2,03,33,"It's the floor
above this one.
 ","É o andar
acima deste.
 ",0
1032,0x0807F4,02,30,"more likely the
MAWA party is","mais provável
o partido MAWA",0
1033,0x080813,03,41,"Thank you so
much for your
contribution!","Muito obrigado
pela sua
contribuição!",0
1034,0x08083D,03,24,"MAWA campaign
worker!
 ","colaborador de
MAWA!
 ",0
1035,0x080856,03,20,"Have a great
day!
 ","Tenha um bom
dia!
 ",0
1036,0x08086B,03,40,"I'm just another
guy on my way to
work.","Sou mais um
a caminho do
trabalho.",0
1037,0x080894,03,37,"Why don't you keep
it moving, kid?
 ","Por que não vai
embora, garoto?
 ",0
1038,0x0808BA,02,18,Whoa! Groovy art!,Uau! Arte top!,0
1039,0x0808CD,03,48,"Hey CHANCELLOR!
why don't you fix
this economy?","Ei CHANCELER!
por que não
conserta isso?",0
1040,0x0808FE,03,31,"I can't find a job
anywhere.
 ","Não consigo
emprego algum.
 ",0
1041,0x08091E,03,42,"Whoa, rations!
Far out! 
I remember those","Uau, rações!
Incrível! 
Lembro dessas",0
1042,0x080949,03,25,"from my military
days.
 ","da minha era
militar.
 ",0
1043,0x080963,02,23,"MMMMmmmm...
Delicious!","MMMMmmmm...
Delicioso!",0
1044,0x08097B,02,22,"Hey can you spare
%1?","Ei, pode me dar
%1?",0
1045,0x080992,02,27,"Hahaha, yer broke
as I am!","Hahaha, tá duro
como eu!",0
1046,0x0809AE,02,28,"Welcome to the
club, buddy.","Bem-vindo ao
clube, chapa.",0
1047,0x0809CB,02,19,You gave him %1.00,Deu %1.00 a ele.,0
1048,0x0809DF,02,30,"Aw man, groovy!
Thanks buddy!","Ow, incrível!
Obrigado, cara!",0
1049,0x0809FE,02,30,"It's OK, you can
just say no.","Tudo bem, pode
só dizer não.",0
1050,0x080A1D,02,29,"You don't have to
lie to me.","Não precisa
me mentir.",0
1051,0x080A3B,03,43,"Welcome to floor
B2. Be careful
out there!","Bem-vindo ao
andar B2. Tome
cuidado lá!",0
1052,0x080A67,02,20,"The FISHERMAN
knew.","O PESCADOR
sabia.",0
1053,0x080A7C,03,40,"...but this morsel
isn't nearly
enough.","...mas essa
porção não é
suficiente.",0
1054,0x080AA5,03,37,"THE MACHINE will
always be hungry.
 ","A MAQUINA sempre
terá fome.
 ",0
1055,0x080ACB,02,28," GIRT! Didn't
 you hear the"," GIRT! Não ouviu
 as minhas",0
1056,0x080AE8,02,22," ORDERS I
 gave you? "," ORDENS que
 te dei?",0
1057,0x080AFF,02,33," Go back to the
 HIPPIE COMMUNE!"," Volte para a
 COMUNA HIPPIE!",0
1058,0x080B21,03,50,"...and tell the
lady this old sea
dog says hello!","...e diga à moça
que este velho
marujo diz olá!",0
1059,0x080B54,03,31,"You've done
enough tags now.
 ","Você já
fez pichações.
 ",0
1060,0x080B74,03,44,"Return to Tip to
finish planning
your show!","Volte ao Tip
para finalizar
o seu show!",0
1061,0x080BA1,03,37," The BOWELS
 process the
 sewage and"," AS TRIPAS
 processam o
 esgoto e",0
1062,0x080BC7,03,39," dump what
 remains in the
 acid lake."," jogam o que
 sobra no
 lago ácido.",0
1063,0x080BEF,03,41," The BOWELS
 create a putrid
 smell that"," AS TRIPAS
 criam um cheiro
 podre que",0
1064,0x080C19,03,39," lowers property
 values on floor
 B2."," baixa os
 valores no
 andar B2.",0
1065,0x080C41,03,40," The BOWELS
 are the waste-
 management","AS TRIPAS
são o manejo
de dejetos",0
1066,0x080C6A,03,29," system for 
 THE MACHINE.
 ","do sistema
DA MÁQUINA.",0
1067,0x080C88,03,50,"A fine FLOWER it
is, son! But ye
better not waste","Bela FLOR, filho!
Mas não desperdice
nela!",0
1068,0x080CBB,03,51,"it on the likes `a
me! Find a young
lassie for it.","com os tais como
eu! Acha uma
moça pra isso.",0
1069,0x080CEF,03,46,"People think I'm
weird fishin' in
the acid...","Acham que sou
estranho pescando
no ácido...",0
1070,0x080D1E,03,43,"but some
traditions need to
be kept alive!","mas as
tradições devem
ser mantidas!",0
1071,0x080D4A,03,44,"I'll be damned if
a little acid'll
stop me.","Que me condenem,
o ácido não
me para.",0
1072,0x080D77,03,41,"What's yer
favorite type of
sky, laddie?","Qual seu tipo de
céu favorito,
rapaz?",0
1073,0x080DA1,03,48,"Cloudy...hopefully
not ta match your
mood, lad!","Nublado... não
queira imitar
teu humor, guri!",0
1074,0x080DD2,03,35,"A good answer.
Common, but good.
 ","Boa resposta.
Comum, mas boa.",0
1075,0x080DF6,03,45,"Ah yes, a wee bit
better than the
harsh sun.","Ah sim, um pouco
melhor do que o
sol forte.",0
1076,0x080E24,03,41,"Red skies! They be
a double-edged
sword.","Céu rubro! É uma
faca de dois
gumes.",0
1077,0x080E4E,03,48,"Sunsets are for
lovers...My youth
is behind me.","O pôr do sol é
pros amantes...
Já vivi tudo.",0
1078,0x080E7F,03,53,"Now that is an odd
choice but I do
miss the smell...","Escolha estranha,
mas sinto falta
desse cheiro...",0
1079,0x080EB5,03,52,"So then, what's
yer favorite time
a day, young one?","E então, qual é
sua hora do dia
preferida, rapaz?",0
1080,0x080EEA,03,39,"Early riser, huh?
Got any spare
worms?","Acorda cedo, né?
Tem umas
iscas?",0
1081,0x080F12,03,43,"Not me! Bleedin
sun'll turn ya ta
lobster.","Eu não! O sol
vai te torrar
feito lagosta.",0
1082,0x080F3E,03,44,"Suppose it'll
start ta cool off
round then.","Acho que vai
esfriar um pouco
nessa hora.",0
1083,0x080F6B,03,27,"Yer an odd one,
aincha? 
 ","Tu é estranho,
não é?",0
1084,0x080F87,03,38,"A more precise
time I've yet
ta hear.","Hora mais exata
eu ainda não
ouvi.",0
1085,0x080FAE,03,40,"A fine time ta
reflect on the
day, lad.","Bela hora pra
pensar no dia,
rapaz.",0
1086,0x080FD7,03,38,"Red skies at
night, sailor's
delight!","Céu rubro à
noite, alegria
do marujo!",0
1087,0x080FFE,03,32,"Might you be a
fellow sailor?
 ","Seria você um
marujo também?",0
1088,0x08101F,03,38,"And who might yer
shipmate be,
matey?","E quem seria
seu parceiro,
chapa?",0
1089,0x081046,03,54,"He'd sell his own
mother for a..I'll
watch me tongue.","Ele venderia a
mãe por um.. vou
segurar a língua.",0
1090,0x08107D,03,44,"A dirty rotten
scoundrel if ever
there was!","Um safado podre
como nunca houve
nenhum!",0
